Gladfield - Sour Grapes Malt                        ,New Zealand   ,Grain         ,Base malt       ,2   ,12.4
Gladfield - Supernova Malt                          ,New Zealand   ,Grain         ,Base malt       ,58  ,36.5
Gladfield - Toffee Malt                             ,New Zealand   ,Grain         ,Base malt       ,5   ,34
Gladfield - Vienna Malt                             ,New Zealand   ,Grain         ,Base malt       ,3   ,37.4
Gladfield - Wheat Malt                              ,New Zealand   ,Grain         ,Base malt       ,2   ,38.8
Grain Millers - Flaked Oats                         ,American      ,Adjunct       ,Other           ,2   ,34.6
Grain Millers - Flaked White Wheat                  ,American      ,Grain         ,Other           ,2   ,36
Grain Millers - Rolled Oats                         ,American      ,Adjunct       ,Raw             ,2   ,33
Great Western - Brumalt                             ,American      ,Grain         ,Crystal malt    ,20  ,36
Great Western - California Select 2-Row Malt        ,American      ,Grain         ,Base malt       ,2   ,37
Great Western - Crystal 40 Malt                     ,              ,Grain         ,Crystal malt    ,40  ,21
Great Western - Domestic 2-Row                      ,American      ,Grain         ,Base malt       ,2   ,43
Great Western - Northwest Pale Ale Malt             ,American      ,Grain         ,Base malt       ,3   ,37
Great Western - Organic White Wheat                 ,American      ,Grain         ,Base malt       ,4   ,27.6
Great Western - Pale High Color                     ,American      ,Grain         ,Base malt       ,3   ,37
Great Western - Premium Two Row                     ,American      ,Grain         ,Base malt       ,2   ,37
Great Western - Pure Idaho Pilsen                   ,American      ,Grain         ,Base malt       ,2   ,37.7
Great Western - Superior Pilsen                     ,American      ,Grain         ,Base malt       ,2   ,35
Great Western - Vienna                              ,American      ,Grain         ,Base malt       ,3   ,37
Great Western - White Wheat                         ,American      ,Grain         ,Base malt       ,4   ,37
Grouse Malt House - American Roasted Millet Malt    ,American      ,Grain         ,Gluten-free malt,16  ,25
Grouse Malt House - Buckwheat Malt                  ,American      ,Grain         ,Gluten-free malt,2   ,30
Grouse Malt House - CaraMillet Malt                 ,American      ,Grain         ,Gluten-free malt,3   ,28
Grouse Malt House - Crystal Millet Malt             ,American      ,Grain         ,Gluten-free malt,3   ,20
Grouse Malt House - Goldfinch Millet Malt           ,American      ,Grain         ,Gluten-free malt,5   ,28
Grouse Malt House - Munich Millet Malt              ,American      ,Grain         ,Gluten-free malt,3   ,28
Grouse Malt House - Pale Millet Malt                ,American      ,Grain         ,Gluten-free malt,2   ,29
Grouse Malt House - Roasted Buckwheat Malt          ,American      ,Grain         ,Gluten-free malt,38  ,30
Grouse Malt House - Roasted CaraMillet Malt         ,American      ,Grain         ,Gluten-free malt,19  ,28
Haus Malts - Pale                                   ,American      ,Grain         ,Base malt       ,2   ,37
Haus Malts - Triticale                              ,American      ,Grain         ,Base malt       ,3   ,30
Holland & Barrett - Organic Flaked Barley           ,United Kingdom,Adjunct       ,Other           ,3   ,28
House of Malt - Munich Malt                         ,Australian    ,Grain         ,Base malt       ,7   ,37
House of Malt - Pilsner Malt                        ,Australian    ,Grain         ,Base malt       ,2   ,34.6
Hudson Valley Malt - Pale 2-Row                     ,American      ,Grain         ,Base malt       ,1   ,33
Ireks - Black Malt                                  ,German        ,Grain         ,Roasted malt    ,530 ,32.2
Ireks - Chocolate                                   ,German        ,Grain         ,Roasted malt    ,340 ,32.2
Ireks - Crystal Maple                               ,German        ,Grain         ,Crystal malt    ,2   ,36.3
Ireks - Crystal Oak                                 ,German        ,Grain         ,Crystal malt    ,13  ,36.3
Ireks - Crystal Teak                                ,German        ,Grain         ,Crystal malt    ,35  ,55
Ireks - Munich Malt                                 ,German        ,Grain         ,Base malt       ,8   ,36.8
Ireks - Pale Ale Malt                               ,German        ,Grain         ,Base malt       ,3   ,36.8
Ireks - Pilsner Malt                                ,German        ,Grain         ,Other           ,2   ,36
Ireks - Vienna                                      ,German        ,Grain         ,Base malt       ,3   ,34
Ireks - Wheat Malt Black                            ,German        ,Grain         ,Roasted malt    ,700 ,29.9
Ireks - Wheat Malt Dark                             ,German        ,Grain         ,Base malt       ,7   ,37.7
Ireks - Wheat Malt Light                            ,German        ,Grain         ,Base malt       ,2   ,38
Joe White - Ale Malt                                ,Australian    ,Grain         ,Base malt       ,3   ,36.8
Joe White - Amber                                   ,Australian    ,Grain         ,Roasted malt    ,20  ,34
Joe White - Caramalt                                ,Australian    ,Grain         ,Crystal malt    ,21  ,34.5
Joe White - Chocolate Malt                          ,Australian    ,Grain         ,Roasted malt    ,244 ,33.1
Joe White - Dark Crystal Malt                       ,Australian    ,Grain         ,Crystal malt    ,85  ,34.5
Joe White - Dark Toast                              ,Australian    ,Grain         ,Roasted malt    ,488 ,33.1
Joe White - Extra Dark Crystal                      ,Australian    ,Grain         ,Crystal malt    ,104 ,34.5
Joe White - Light Crystal Malt                      ,Australian    ,Grain         ,Crystal malt    ,46  ,34.5
Joe White - Light Munich                            ,Australian    ,Grain         ,Base malt       ,5   ,35.9
Joe White - Light Roast                             ,Australian    ,Grain         ,Roasted malt    ,338 ,33.1
Joe White - Medium Crystal                          ,Australian    ,Grain         ,Crystal malt    ,57  ,34.5
Joe White - Pale Malt                               ,Australian    ,Grain         ,Base malt       ,2   ,36.8
Joe White - Raw Wheat                               ,Australian    ,Grain         ,Raw             ,2   ,20
Joe White - Roasted Barley                          ,Australian    ,Grain         ,Roasted malt    ,475 ,29.9
Joe White - Roasted Wheat Malt                      ,Australian    ,Grain         ,Roasted malt    ,524 ,29.9
Joe White - Vienna Malt                             ,Australian    ,Grain         ,Base malt       ,3   ,35.9
Joe White - Wheat Malt                              ,Australian    ,Grain         ,Base malt       ,2   ,37.3
LINC Malt - 99 Triticale Munich                     ,American      ,Grain         ,Base malt       ,15  ,40
LINC Malt - 99 Triticale Pale                       ,              ,Grain         ,Base malt       ,5   ,40.9
LINC Malt - 99 Triticale Pilsner                    ,American      ,Grain         ,Base malt       ,4   ,38.4
LINC Malt - Baroness Crystal 60L                    ,American      ,Grain         ,Crystal malt    ,60  ,37.7
LINC Malt - Baronesse Caramel/Dextrine              ,American      ,Grain         ,Crystal malt    ,4   ,37.3
LINC Malt - Baronesse Crystal 120L                  ,American      ,Grain         ,Crystal malt    ,120 ,36.3
LINC Malt - Baronesse Dark Munich                   ,American      ,Grain         ,Crystal malt    ,60  ,36.3
LINC Malt - Baronesse English Pale                  ,American      ,Grain         ,Base malt       ,4   ,37
LINC Malt - Baronesse Pale                          ,American      ,Grain         ,Base malt       ,1   ,37
LINC Malt - Baronesse Vienna                        ,American      ,Grain         ,Base malt       ,6   ,37
LINC Malt - Baronnesse c40                          ,American      ,Grain         ,Crystal malt    ,43  ,34
LINC Malt - Baronnesse Light Munich                 ,American      ,Grain         ,Base malt       ,8   ,36
LINC Malt - Baronnesse Pilsner                      ,American      ,Grain         ,Base malt       ,2   ,37
LINC Malt - Cashup White Wheat Pale                 ,American      ,Grain         ,Base malt       ,2   ,38.2
LINC Malt - Copeland English Pale                   ,American      ,Grain         ,Base malt       ,4   ,37.2
LINC Malt - Copeland Munich                         ,American      ,Grain         ,Base malt       ,35  ,37.3
LINC Malt - Francin Pilsner                         ,American      ,Grain         ,Base malt       ,2   ,37.3
LINC Malt - Gazelle Rye Pale                        ,American      ,Grain         ,Base malt       ,5   ,35.1
LINC Malt - Lyon English Pale                       ,American      ,Grain         ,Base malt       ,3   ,37
LINC Malt - Lyon Light Munich                       ,American      ,Grain         ,Base malt       ,7   ,36
LINC Malt - Lyon Pale                               ,American      ,Grain         ,Base malt       ,2   ,36.8
LINC Malt - Lyon Pilsner - Organic                  ,American      ,Grain         ,Base malt       ,2   ,36.8
LINC Malt - Purple Egyptian Pale                    ,American      ,Grain         ,Base malt       ,4   ,36.1
LINC Malt - Red Russian Wheat Pale                  ,American      ,Grain         ,Base malt       ,3   ,36.4
LINC Malt - Scots Bere Pale                         ,American      ,Grain         ,Base malt       ,4   ,33.6
LINC Malt - Scots Bere Pilsner                      ,American      ,Grain         ,Base malt       ,2   ,33.8
LINC Malt - Sonora White Wheat Pale                 ,American      ,Grain         ,Base malt       ,2   ,35.7
LINC Malt - Spelt Pale                              ,American      ,Grain         ,Base malt       ,4   ,25.5
Makers Malt - Caramel 60                            ,Canadian      ,Grain         ,Crystal malt    ,45  ,37.3
Makers Malt - Premium Pale Malt - 2-row             ,Canadian      ,Grain         ,Base malt       ,2   ,37.5
Maltear - Caramelo 120                              ,American      ,Grain         ,Crystal malt    ,120 ,30
Maltear - Caramelo 60                               ,American      ,Grain         ,Crystal malt    ,60  ,34
Maltear - Carapils                                  ,American      ,Grain         ,Other           ,1   ,35
Maltear - Chocolate                                 ,American      ,Grain         ,Roasted malt    ,300 ,29
Maltear - Negra                                     ,American      ,Grain         ,Roasted malt    ,560 ,28
Maltear - Pilsener                                  ,American      ,Grain         ,Base malt       ,2   ,38
Malteurop - Red Wheat                               ,American      ,Grain         ,Base malt       ,3   ,32
Mecca Grade - Gateway                               ,              ,Grain         ,Base malt       ,1   ,38
Mecca Grade - Lamonta                               ,American      ,Grain         ,Base malt       ,3   ,37
Mecca Grade - Metolius                              ,American      ,Grain         ,Base malt       ,9   ,35
Mecca Grade - Opal 22                               ,American      ,Grain         ,Base malt       ,22  ,35.6
Mecca Grade - Opal 44                               ,American      ,Grain         ,Base malt       ,45  ,36
Mecca Grade - Pale 2-Row                            ,American      ,Grain         ,Base malt       ,3   ,30
Mecca Grade - Pelton                                ,American      ,Grain         ,Base malt       ,2   ,36
Mecca Grade - Rimrock                               ,American      ,Grain         ,Base malt       ,5   ,40
Mecca Grade - Shaniko                               ,American      ,Grain         ,Base malt       ,3   ,39
Mecca Grade - Vanora                                ,American      ,Grain         ,Base malt       ,7   ,36
Mecca Grade - Wickiup                               ,American      ,Grain         ,Base malt       ,3   ,37
Meridian - Blackstrap                               ,United Kingdom,Sugar         ,Sugar           ,1125,40
Muntons - Cara Malt                                 ,United Kingdom,Grain         ,Crystal malt    ,11  ,34
Muntons - Crystal 60                                ,United Kingdom,Grain         ,Crystal malt    ,55  ,34
Muntons - Dark Crystal                              ,United Kingdom,Grain         ,Crystal malt    ,150 ,33
Muntons - Dry Malt Extract - Light                  ,United Kingdom,Dry Extract   ,Extract         ,4   ,42
Muntons - Maris Otter                               ,United Kingdom,Grain         ,Base malt       ,2   ,38
Muntons - Oat Malt                                  ,United Kingdom,Adjunct       ,Other           ,2   ,28
Muntons - Pale Planet                               ,United Kingdom,Grain         ,Base malt       ,2   ,38.25
Northern Brewer - Wildflower Honey                  ,American      ,Adjunct       ,Raw             ,2   ,42
OiO - Canadian 2-Row Malt                           ,Canadian      ,Grain         ,Base malt       ,2   ,36.8
OiO - Rice Hulls                                    ,Canadian      ,Adjunct       ,Other           ,0   ,0
Patagonia - Black Pearl                             ,Chile         ,Grain         ,Roasted malt    ,340 ,29.9
Patagonia - Caramel 140L                            ,Chile         ,Grain         ,Crystal malt    ,140 ,29.9
Patagonia - Caramel 190L                            ,Chile         ,Grain         ,Crystal malt    ,190 ,29.9
Patagonia - Caramel 55L                             ,Chile         ,Grain         ,Crystal malt    ,55  ,29.9
Patagonia - Caramel 90L                             ,Chile         ,Grain         ,Crystal malt    ,90  ,29.9
Patagonia - Extra Pale Malt                         ,Chile         ,Grain         ,Base malt       ,2   ,36.8
Patagonia - Patagonia Munich                        ,Chile         ,Grain         ,Base malt       ,12  ,34
Patagonia - Patagonia Pale ale                      ,Chile         ,Grain         ,Base malt       ,2   ,36.8
Patagonia - Patagonia Vienna                        ,Chile         ,Grain         ,Base malt       ,3   ,37
Proximity - Base Malt                               ,American      ,Grain         ,Base malt       ,2   ,37.5
Proximity - Biscuit Roasted 20                      ,American      ,Grain         ,Roasted malt    ,20  ,35
Proximity - Black Malt                              ,American      ,Grain         ,Roasted malt    ,500 ,32
Proximity - Chocolate Malt                          ,American      ,Grain         ,Base malt       ,350 ,32
Proximity - Crystal 15                              ,American      ,Grain         ,Crystal malt    ,15  ,36.8
Proximity - Crystal 60                              ,American      ,Grain         ,Base malt       ,60  ,35
Proximity - Crystal 80                              ,American      ,Grain         ,Crystal malt    ,80  ,35
Proximity - Munich Malt                             ,American      ,Grain         ,Base malt       ,10  ,37.3
Proximity - Pale Ale Malt                           ,American      ,Grain         ,Base malt       ,4   ,37
Proximity - Pale Chocolate                          ,American      ,Grain         ,Roasted malt    ,300 ,32
Proximity - Pilsen Malt                             ,American      ,Grain         ,Base malt       ,2   ,37.5
Proximity - Prox Mild                               ,American      ,Grain         ,Base malt       ,6   ,36.8
Proximity - Roasted Barley                          ,American      ,Grain         ,Roasted malt    ,475 ,33
Proximity - Super Extract Base                      ,American      ,Grain         ,Base malt       ,2   ,37.5
Proximity - Vienna                                  ,American      ,Adjunct       ,Base malt       ,4   ,37
Rahr - Premium Pilsner                              ,American      ,Grain         ,Base malt       ,2   ,36.8
Rahr - Red Wheat                                    ,American      ,Grain         ,Base malt       ,3   ,39.1
Rahr - Standard 2-Row                               ,American      ,Grain         ,Base malt       ,2   ,36.8
Rahr - Standard 6-Row                               ,American      ,Grain         ,Base malt       ,2   ,36.3
Rahr - Unmalted Wheat                               ,American      ,Grain         ,Raw             ,3   ,34.5
Rahr - White Wheat                                  ,American      ,Grain         ,Base malt       ,3   ,39.1
Riverbend Malt - Appalachian Wheat                  ,American      ,Grain         ,Base malt       ,3   ,39
Riverbend Malt - Base Camp Extra Pale               ,American      ,Grain         ,Base malt       ,2   ,36.4
Riverbend Malt - Dark Munich                        ,American      ,Grain         ,Base malt       ,37  ,38
Riverbend Malt - Heritage                           ,American      ,Grain         ,Base malt       ,4   ,36
Riverbend Malt - Malted Corn                        ,American      ,Adjunct       ,Other           ,2   ,37
Riverbend Malt - Melanoidin Malt                    ,American      ,Grain         ,Base malt       ,24  ,35
Riverbend Malt - Munich - Light 10L                 ,American      ,Grain         ,Base malt       ,10  ,37
Riverbend Malt - Pale Malt                          ,American      ,Grain         ,Base malt       ,2   ,36.4
Riverbend Malt - Pilsner                            ,American      ,Grain         ,Base malt       ,2   ,37
Riverbend Malt - Southern Select                    ,American      ,Grain         ,Base malt       ,3   ,38
Riverbend Malt - Streaker Malted Oats               ,American      ,Adjunct       ,Other           ,2   ,39
Riverbend Malt - Vienna                             ,American      ,Grain         ,Base malt       ,3   ,36.3
Root Shoot Malting - Crystal 100                    ,American      ,Grain         ,Crystal malt    ,100 ,33
Root Shoot Malting - Distillers Malt               ,American      ,Grain         ,Base malt       ,2   ,36
Root Shoot Malting - Genie Honey                    ,American      ,Grain         ,Crystal malt    ,9   ,35
Root Shoot Malting - Genie Munich                   ,American      ,Grain         ,Base malt       ,3   ,35
Root Shoot Malting - Genie Pale 2-Row               ,American      ,Grain         ,Base malt       ,2   ,36
Root Shoot Malting - Genie Vienna                   ,American      ,Grain         ,Base malt       ,7   ,36
Root Shoot Malting - Malted Rye                     ,American      ,Grain         ,Base malt       ,4   ,40
Root Shoot Malting - Metcalfe Pale Ale              ,American      ,Grain         ,Base malt       ,4   ,36.8
Root Shoot Malting - Odyssey Munich                 ,American      ,Grain         ,Base malt       ,20  ,37
Root Shoot Malting - Pale Ale Malt                  ,American      ,Grain         ,Base malt       ,5   ,36
Root Shoot Malting - Pilsner                        ,American      ,Grain         ,Base malt       ,2   ,37
Root Shoot Malting - White Wheat                    ,American      ,Grain         ,Base malt       ,2   ,38
Sekado - Munich                                     ,German        ,Grain         ,Other           ,20  ,20
Sekado - Sekado Czech 2-Row                         ,              ,Grain         ,Base malt       ,3   ,38
Simpsons - Amber Malt                               ,United Kingdom,Grain         ,Base malt       ,21  ,31.8
Simpsons - Aromatic Malt                            ,United Kingdom,Grain         ,Other           ,23  ,33
Simpsons - Best Pale Ale                            ,United Kingdom,Grain         ,Base malt       ,2   ,37.5
Simpsons - Black Malt                               ,United Kingdom,Grain         ,Roasted malt    ,700 ,34
Simpsons - Brown Malt                               ,United Kingdom,Grain         ,Roasted malt    ,188 ,32
Simpsons - CaraMalt                                 ,United Kingdom,Grain         ,Crystal malt    ,14  ,34
Simpsons - CaraMalt Light                           ,United Kingdom,Grain         ,Crystal malt    ,12  ,35
Simpsons - Chocolate Malt                           ,United Kingdom,Grain         ,Roasted malt    ,444 ,31.7
Simpsons - Crisp Amber Malt                         ,United Kingdom,Grain         ,Roasted malt    ,27  ,34
Simpsons - Crystal Dark                             ,United Kingdom,Grain         ,Crystal malt    ,120 ,33
Simpsons - Crystal Light                            ,United Kingdom,Grain         ,Crystal malt    ,38  ,33.1
Simpsons - Crystal Medium                           ,United Kingdom,Grain         ,Crystal malt    ,65  ,33
Simpsons - Crystal T50                              ,United Kingdom,Grain         ,Crystal malt    ,50  ,34
Simpsons - Dextrin Malt                             ,United Kingdom,Grain         ,Base malt       ,1   ,31
Simpsons - DRC                                      ,United Kingdom,Grain         ,Crystal malt    ,115 ,34.7
Simpsons - Extra Pale Ale Malt                      ,United Kingdom,Grain         ,Base malt       ,2   ,35.82
Simpsons - Finest Lager Malt                        ,United Kingdom,Grain         ,Base malt       ,2   ,35.74
Simpsons - Finest Pale Ale Golden Promise           ,United Kingdom,Grain         ,Base malt       ,2   ,37
Simpsons - Finest Pale Ale Maris Otter              ,United Kingdom,Grain         ,Base malt       ,3   ,37
Simpsons - Golden Naked Oats                        ,United Kingdom,Grain         ,Other           ,7   ,27
Simpsons - Heritage Crystal                         ,United Kingdom,Grain         ,Crystal malt    ,66  ,32
Simpsons - Imperial Malt                            ,United Kingdom,Grain         ,Base malt       ,16  ,34.5
Simpsons - Light Crystal                            ,United Kingdom,Grain         ,Crystal malt    ,39  ,34
Simpsons - Low Colour Maris Otter                   ,United Kingdom,Grain         ,Base malt       ,2   ,37
Simpsons - Maris Otter Extra Pale                   ,United Kingdom,Grain         ,Base malt       ,2   ,38
Simpsons - Maris Otter pale                         ,United Kingdom,Grain         ,Base malt       ,2   ,38
Simpsons - Munich Malt                              ,United Kingdom,Grain         ,Base malt       ,8   ,36.8
Simpsons - Oat Malt                                 ,United Kingdom,Grain         ,Base malt       ,2   ,28
Simpsons - Pale 2-Row                               ,United Kingdom,Grain         ,Base malt       ,2   ,38
Simpsons - Premium English Caramalt                 ,United Kingdom,Grain         ,Crystal malt    ,23  ,32.6
Simpsons - Red Rye Crystal                          ,United Kingdom,Grain         ,Crystal malt    ,89  ,29.9
Simpsons - Roasted Barley                           ,United Kingdom,Grain         ,Roasted malt    ,600 ,28.52
Simpsons - Vienna                                   ,United Kingdom,Grain         ,Base malt       ,3   ,36
Simpsons - Wheat                                    ,United Kingdom,Grain         ,Base malt       ,3   ,36.576
Skagit Valley Malting - Copeland Pale               ,American      ,Grain         ,Base malt       ,2   ,33
Tate and Lyle - Golden Syrup                        ,United Kingdom,Sugar         ,Sugar           ,1   ,40
The Swaen - Ale                                     ,Netherlands   ,Grain         ,Base malt       ,4   ,37
The Swaen - BlackSwaen Barley                       ,Netherlands   ,Grain         ,Crystal malt    ,115 ,33
The Swaen - BlackSwaen Chocolate B                  ,Netherlands   ,Grain         ,Roasted malt    ,338 ,34.5
The Swaen - BlackSwaen Coffee Malt                  ,Netherlands   ,Adjunct       ,Roasted malt    ,225 ,36
The Swaen - CaraMunich                              ,Belgian       ,Grain         ,Crystal malt    ,35  ,36.9
The Swaen - Coffee Malt                             ,Netherlands   ,Adjunct       ,Roasted malt    ,225 ,36
The Swaen - GoldSwaen Brown Supreme                 ,Netherlands   ,Grain         ,Roasted malt    ,350 ,34
The Swaen - Goldswaen Hell                          ,Netherlands   ,Grain         ,Crystal malt    ,10  ,0
The Swaen - Swaen Ale                               ,Netherlands   ,Grain         ,Base malt       ,4   ,38
The Swaen - Swaen Pilsner                           ,Netherlands   ,Grain         ,Base malt       ,2   ,38
The Swaen - Vienna                                  ,Netherlands   ,Grain         ,Base malt       ,4   ,37
The Swaen - WhiteSwaen Classic                      ,Netherlands   ,Grain         ,Base malt       ,2   ,37.7
Thomas Fawcett - Halcyon Pale Ale                   ,United Kingdom,Grain         ,Base malt       ,3   ,37
Thomas Fawcett - Amber Malt                         ,United Kingdom,Grain         ,Roasted malt    ,43  ,32.2
Thomas Fawcett - Black Malt                         ,United Kingdom,Grain         ,Roasted malt    ,545 ,32
Thomas Fawcett - Brown                              ,United Kingdom,Grain         ,Roasted malt    ,71  ,32
Thomas Fawcett - Caramalt                           ,United Kingdom,Grain         ,Crystal malt    ,32  ,34
Thomas Fawcett - Chocolate Malt                     ,United Kingdom,Grain         ,Roasted malt    ,420 ,32.2
Thomas Fawcett - Crystal Malt                       ,United Kingdom,Grain         ,Crystal malt    ,61  ,33
Thomas Fawcett - Crystal Malt I                     ,United Kingdom,Grain         ,Crystal malt    ,45  ,34
Thomas Fawcett - Crystal Malt II                    ,United Kingdom,Grain         ,Crystal malt    ,65  ,34
Thomas Fawcett - Crystal Rye Malt                   ,United Kingdom,Grain         ,Crystal malt    ,75  ,32.2
Thomas Fawcett - Dark Crystal Malt II               ,United Kingdom,Grain         ,Roasted malt    ,120 ,33
Thomas Fawcett - English Pearl Pale Ale Malt        ,United Kingdom,Grain         ,Base malt       ,3   ,38
Thomas Fawcett - Golden Promise Pale Ale Malt       ,United Kingdom,Grain         ,Base malt       ,3   ,36.8
Thomas Fawcett - Maris Otter Low Colour Malt        ,United Kingdom,Grain         ,Base malt       ,2   ,36.8
Thomas Fawcett - Maris Otter Pale Ale Malt          ,United Kingdom,Grain         ,Base malt       ,3   ,38
Thomas Fawcett - Mild                               ,United Kingdom,Grain         ,Base malt       ,4   ,37
Thomas Fawcett - Pale Chocolate Malt                ,United Kingdom,Grain         ,Roasted malt    ,230 ,32.2
Thomas Fawcett - Pale Crystal Malt                  ,United Kingdom,Grain         ,Crystal malt    ,23  ,34
Thomas Fawcett - Pearl Pale Ale Malt                ,United Kingdom,Grain         ,Base malt       ,3   ,36.8
Thomas Fawcett - Roasted Barley                     ,United Kingdom,Grain         ,Roasted malt    ,545 ,31.5
Thomas Fawcett - Roasted Rye                        ,United Kingdom,Grain         ,Roasted malt    ,190 ,31
Thomas Fawcett - Roasted Wheat                      ,United Kingdom,Grain         ,Roasted malt    ,325 ,32.2
Troubador Malting - Blue Ballad                     ,American      ,Grain         ,Crystal malt    ,20  ,1.035
Troubador Malting - Encore 50L                      ,American      ,Grain         ,Crystal malt    ,50  ,1.034
Troubador Malting - Moonlight Serenade              ,American      ,Grain         ,Crystal malt    ,350 ,0
Troubador Malting - Serenade                        ,American      ,Grain         ,Base malt       ,5   ,38
valley malt - chit malt                             ,American      ,Grain         ,Base malt       ,1   ,33
Viking - Cara Plus 10                               ,Finland       ,Grain         ,Crystal malt    ,5   ,35
Viking - Cara Plus 150                              ,Finland       ,Grain         ,Crystal malt    ,76  ,35
Viking - Caramel 200 Malt                           ,Finland       ,Grain         ,Crystal malt    ,75  ,33
Viking - Caramel 30 Malt                            ,Finland       ,Grain         ,Crystal malt    ,12  ,34
Viking - Caramel Aromatic 68L                       ,Finland       ,Grain         ,Crystal malt    ,68  ,35
Viking - Caramel Pale                               ,Finland       ,Grain         ,Crystal malt    ,4   ,35
Viking - Cookie                                     ,Finland       ,Grain         ,Roasted malt    ,25  ,37
Viking - Crystal 100                                ,Finland       ,Grain         ,Crystal malt    ,51  ,35
Viking - Crystal 150                                ,Finland       ,Grain         ,Crystal malt    ,76  ,35
Viking - Crystal 300                                ,Finland       ,Grain         ,Crystal malt    ,152 ,35
Viking - Dark Ale Malt                              ,Finland       ,Grain         ,Roasted malt    ,14  ,35
Viking - Dextrine Malt                              ,Finland       ,Grain         ,Crystal malt    ,2   ,33
Viking - Golden Ale Malt                            ,Finland       ,Grain         ,Base malt       ,4   ,37
Viking - Munich                                     ,Finland       ,Grain         ,Base malt       ,9   ,36
Viking - Munich Dark Malt                           ,Finland       ,Grain         ,Base malt       ,9   ,33
Viking - Munich Light                               ,Finland       ,Grain         ,Base malt       ,6   ,28
Viking - Oak Smoked Wheat                           ,American      ,Grain         ,Base malt       ,4   ,31
Viking - Pale Ale Malt                              ,Finland       ,Grain         ,Base malt       ,3   ,37
Viking - Pilsner Malt                               ,Finland       ,Grain         ,Base malt       ,2   ,37
Viking - Pilsner Organic                            ,Finland       ,Grain         ,Base malt       ,2   ,37
Viking - Pilsner Zero Malt                          ,Finland       ,Grain         ,Base malt       ,2   ,37
Viking - Red Ale Malt                               ,Finland       ,Grain         ,Roasted malt    ,27  ,35
Viking - Roasted Barley                             ,Finland       ,Grain         ,Roasted malt    ,340 ,32.7
Viking - Roasted Rye                                ,German        ,Grain         ,Roasted malt    ,500 ,36
Viking - Sahtimallas                                ,Finland       ,Grain         ,Base malt       ,3   ,38
Viking - Vienna                                     ,Finland       ,Grain         ,Base malt       ,4   ,37
Viking - Wheat                                      ,Finland       ,Grain         ,Base malt       ,3   ,38
Voyager Craft Malt - Amber                          ,Australian    ,Grain         ,Crystal malt    ,25  ,37
Voyager Craft Malt - Atlas Latrobe                  ,Australian    ,Grain         ,Base malt       ,2   ,37.6
Voyager Craft Malt - Biscuit                        ,Australian    ,Grain         ,Base malt       ,15  ,36.3
Voyager Craft Malt - Chocolate                      ,Australian    ,Grain         ,Base malt       ,406 ,34.5
Voyager Craft Malt - Heritage Rye                   ,Australian    ,Grain         ,Base malt       ,3   ,38.5
Voyager Craft Malt - Malted Oats Mitika             ,Australian    ,Grain         ,Base malt       ,3   ,27
Voyager Craft Malt - Munich Schooner                ,Australian    ,Grain         ,Base malt       ,9   ,36
Voyager Craft Malt - Pale Compass                   ,Australian    ,Grain         ,Base malt       ,3   ,38.1
Voyager Craft Malt - Pale Schooner                  ,Australian    ,Adjunct       ,Base malt       ,2   ,35.9
Voyager Craft Malt - Roast Barley                   ,Australian    ,Grain         ,Base malt       ,609 ,33.1
Voyager Craft Malt - Sm40 Schooner                  ,Australian    ,Grain         ,Base malt       ,20  ,36.5
Voyager Craft Malt - Triticale                      ,Australian    ,Grain         ,Base malt       ,3   ,38.5
Voyager Craft Malt - Veloria Schooner               ,Australian    ,Adjunct       ,Base malt       ,4   ,35.9
Voyager Craft Malt - Vienna Schooner                ,Australian    ,Grain         ,Base malt       ,6   ,36
Voyager Craft Malt - Voodoo Schooner                ,Australian    ,Grain         ,Crystal malt    ,43  ,35.9
Voyager Craft Malt - Winter Wheat Janz              ,Australian    ,Grain         ,Base malt       ,3   ,38.8
Weyermann - Abbey Malt                              ,German        ,Grain         ,Base malt       ,17  ,36.8
Weyermann - Acidulated                              ,German        ,Grain         ,Acidulated malt ,3   ,27
Weyermann - Barke Munich Malt                       ,German        ,Grain         ,Base malt       ,8   ,37
Weyermann - Barke Pilsner Malt                      ,German        ,Grain         ,Base malt       ,2   ,37.03
Weyermann - Barke Vienna                            ,German        ,Grain         ,Base malt       ,3   ,36
Weyermann - Beech Smoked Barley                     ,German        ,Grain         ,Roasted malt    ,3   ,35
Weyermann - BIOLAND Pilsner Malt                    ,German        ,Grain         ,Base malt       ,3   ,29
Weyermann - Bohemian Pilsner Malt                   ,German        ,Grain         ,Base malt       ,2   ,36.8
Weyermann - CaraAmber                               ,German        ,Grain         ,Crystal malt    ,27  ,37
Weyermann - CaraAroma                               ,German        ,Grain         ,Crystal malt    ,26  ,36
Weyermann - CARABELGE                               ,German        ,Grain         ,Crystal malt    ,14  ,34
Weyermann - Carafa I                                ,German        ,Grain         ,Roasted malt    ,340 ,32
Weyermann - Carafa II                               ,German        ,Adjunct       ,Roasted malt    ,415 ,31.5
Weyermann - Carafa III                              ,German        ,Grain         ,Roasted malt    ,525 ,32
Weyermann - Carafa Special Type 1                   ,German        ,Grain         ,Roasted malt    ,340 ,29.9
Weyermann - Carafa Special Type II                  ,German        ,Grain         ,Roasted malt    ,415 ,70
Weyermann - Carafa Special Type III                 ,German        ,Grain         ,Roasted malt    ,525 ,29.9
Weyermann - Carafoam                                ,German        ,Grain         ,Crystal malt    ,2   ,34.5
